재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기말	전기말	전전기말	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Inventories	      재고자산	15,297,536,711	10,928,927,149	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_MerchandiseGross	         상품	233,600,290	106,048,563	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_FinishedGoodsGross	         제품	108,938,975	204,692,032	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedImpairmentLossFinishedGoodsGross	         평가충당금	5,713,892	5,713,892	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_WorkInProgressGross	         재공품	2,068,110,761	1,369,092,196	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedImpairmentLossWorkInProgressGross	         평가충당금	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_RawMaterialsGross	         원재료	12,988,360,078	9,350,567,751	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedImpairmentLossRawMaterialsGross	         평가충당금	95,759,501	95,759,501	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GoodsInTransitGross	         미착품	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_OtherCurrentFinancialAssets	      기타유동금융자산	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentDerivativeAsset	         유동파생상품자산	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentAssets	   비유동자산	10,745,295,698	10,414,260,481	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermDepositsNotClassifiedAsCashEquivalents	      장기금융상품	480,586,646	15,000,000	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_OtherNoncurrentFinancialAssets	      기타비유동금융자산	100,636,679	100,636,679	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_NonCurrentAvailableForSaleFinancialAssets	         비유동매도가능금융자산	100,636,679	100,636,679	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentReceivablesGross	      장기매출채권 및 기타비유동채권	656,030,000	491,030,000	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermLoansGross	         장기대여금	20,000,000	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermDepositsProvidedGross	         장기보증금자산	636,030,000	491,030,000	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_PropertyPlantAndEquipment	      유형자산	9,423,995,321	9,696,382,498	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LandGross	         토지	7,235,685,934	7,235,685,934	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_BuildingsGross	         건물	3,769,763,517	3,769,763,517	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedDepreciationBuildingsGross	         감가상각누계액	2,068,196,867	1,926,830,726	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_MachineryGross	         기계장치	478,367,075	478,367,075	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GovernmentGrantsMachineryGross	         정부보조금	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedDepreciationMachineryGross	         감가상각누계액	474,205,868	453,850,340	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_VehiclesGross	         차량운반구	17,161,735	17,161,735	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedDepreciationVehiclesGross	         감가상각누계액	9,632,173	7,295,413	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_FixturesAndFittingsGross	         집기	1,342,018,964	1,284,699,416	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GovernmentGrantsFixturesAndFittingsGross	         정부보조금	37,336,408	11,093,817	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedDepreciationFixturesAndFittingsGross	         감가상각누계액	1,131,745,872	1,060,634,261	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherPropertyPlantAndEquipmentGross	         기타유형자산	2,986,968,174	2,950,318,174	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GovernmentGrantsOtherPropertyPlantAndEquipmentGross	         정부보조금	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedDepreciationOtherPropertyPlantAndEquipmentGross	         감가상각누계액	2,807,371,673	2,739,097,839	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RightofuseAssets	         사용권자산	537,083,622	524,082,871	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AccumulatedDepreciationRentalAssetGross	         감가상각누계액	414,564,839	364,893,828	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GoodwillGross	      영업권	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IntangibleAssetsOtherThanGoodwill	      영업권 이외의 무형자산	84,047,052	111,211,304	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross	         저작권, 특허권, 기타 산업재산권, 용역운영권	45,907,529	51,561,056	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GovernmentGrantsCopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsGross	         정부보조금	1,102,504	1,305,007	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_IntangibleAssetsUnderDevelopmentGross	         개발 중인 무형자산	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ComputerSoftwareGross	         컴퓨터소프트웨어	50,187,577	80,856,255	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GovernmentGrantsComputerSoftwareGross	         정부보조금	10,945,550	19,901,000	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DeferredTaxAssets	      이연법인세자산	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Assets	   자산총계	102,287,511,923	111,188,163,284	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_LiabilitiesAbstract	부채 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentLiabilities	   유동부채	18,634,130,624	29,627,992,890	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentPayables	      매입채무 및 기타유동채무	17,961,090,748	28,599,671,232	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermTradePayables	         단기매입채무	2,248,984,252	1,194,731,642	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentLeaseLiabilities	         유동리스부채	84,574,815	106,454,688	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermOtherPayables	         단기미지급금	734,733,235	2,757,721,977	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermAdvancesCustomers	         단기선수금	5,578,283,586	1,901,789,513	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermDueToCustomersForContractWork	         단기초과청구공사	8,876,968,524	22,252,835,935	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermWithholdings	         단기예수금	15,887,164	21,964,833	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermAccruedExpenses	         단기미지급비용	421,659,172	364,172,644	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DividendsPayable	         미지급배당금	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentProvisions	      유동충당부채	330,186,114	454,514,289	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentProvisionForConstructionLosses	         유동공사손실충당부채	330,186,114	454,514,289	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_PaymentsOfIncomeTaxesPayable	      미지급법인세	342,853,762	573,756,739	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentTaxLiabilities	      당기법인세부채	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_OtherCurrentFinancialLiabilities	      기타유동금융부채	0	50,630	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentFinancialGuaranteeLiabilities	         유동금융보증부채	0	50,630	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentDerivativeLiabilities	         유동파생상품부채	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentLiabilities	   비유동부채	-26,229,455	455,396,042	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentPayables	      장기매입채무 및 기타비유동채무	40,494,311	56,609,659	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentLeaseLiabilities	         비유동리스부채	40,494,311	56,609,659	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_PostemploymentBenefitObligations	      퇴직급여부채	-422,781,414	207,550,538	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_PresentValueOfDefinedBenefitObligation	         확정급여채무의현재가치	8,063,147,112	8,871,755,368	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_FairValueOfPlanAssets	         사외적립자산의공정가치	8,485,928,526	8,664,204,830	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentProvisions	      비유동충당부채	112,769,994	115,169,841	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentProvisionsForEmployeeBenefits	         비유동종업원급여충당부채	112,769,994	115,169,841	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DeferredTaxLiabilities	      이연법인세부채	243,287,654	76,066,004	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Liabilities	   부채총계	18,607,901,169	30,083,388,932	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAbstract	자본 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IssuedCapital	   자본금	7,541,152,000	7,541,152,000	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_IssuedCapitalOfCommonStock	      보통주자본금	7,541,152,000	7,541,152,000	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_IssuedCapitalOfPreferredStock	      우선주자본금	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CapitalSurplus	   자본잉여금	61,080,588,673	61,031,978,233	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_SharePremium	      주식발행초과금	61,031,978,233	61,031,978,233	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_GainsSaleTreasuryStock	      자기주식처분이익	0	0	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherCapitalSurplus	      기타자본잉여금	48,610,440		
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ElementsOfOtherStockholdersEquity	   기타자본구성요소	-7,354,626,602	-7,771,859,980	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_StockOptions	      주식선택권	58,843,818	86,982,840	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TreasuryShares	      자기주식	7,012,758,844	7,343,078,844	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LossesSaleTreasuryStock	      자기주식처분손실	400,711,576	515,763,976	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RetainedEarnings	   이익잉여금(결손금)	22,412,496,683	20,303,504,099	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LegalReserve	      이익준비금	271,840,926	197,303,414	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	entity00874803_udf_BS_20183271612025_RetainedEarnings	      보험수리적손익	-1,579,051,727	-1,954,262,535	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_AppropriatedRetainedEarningsOtherLegalReserves	      기타법정적립금	2,671,892,212	2,671,892,212	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_RetainedEarningsBeforeAppropriationsAccumulatedDeficitBeforeDisposition	      미처분이익잉여금(미처리결손금)	21,047,815,272	19,388,571,008	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Equity	   자본총계	83,679,610,754	81,104,774,352	
재무상태표, 유동/비유동법-별도재무제표	[211270]	AP위성	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAndLiabilities	자본과부채총계	102,287,511,923	111,188,163,284	
재무상태표, 유동/비유동법-별도재무제표	[058820]	CMG제약	코스닥시장상장법인	212	의약품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_AssetsAbstract	자산 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[058820]	CMG제약	코스닥시장상장법인	212	의약품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentAssets	   유동자산	128,726,191,826	125,482,012,706	
재무상태표, 유동/비유동법-별도재무제표	[058820]	CMG제약	코스닥시장상장법인	212	의약품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CashAndCashEquivalents	      현금및현금성자산	6,061,632,371	4,759,021,789	
재무상태표, 유동/비유동법-별도재무제표	[058820]	CMG제약	코스닥시장상장법인	212	의약품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_OtherCurrentFinancialAssets	      기타금융자산	82,095,495,417	86,724,897,802	
재무상태표, 유동/비유동법-별도재무제표	[058820]	CMG제약	코스닥시장상장법인	212	의약품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentReceivables	      매출채권 및 기타유동채권	21,417,597,704	19,672,704,665	
